family,genus,species,wd,region,referenceNumber,regionId
Rubiaceae,Adina,pilulifera,0.917,China,33,China
Rubiaceae,Adina,polycephala,0.76,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Rubiaceae,Adina,polycephala,0.603,South-East_Asia_(tropical),13,SouthEastAsiaTrop
Rubiaceae,Adina,rubescens,0.71,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Rubiaceae,Adina,sessilifolia,0.603,South-East_Asia_(tropical),13,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,acuminata,0.48,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,acutifolia,0.629,China,33,China
Pentaphylacaceae,Adinandra,acutifolia,0.639,China,33,China
Pentaphylacaceae,Adinandra,borneensis,0.48,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,collina,0.61,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,collina,0.33,South-East_Asia_(tropical),177,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,cordifolia,0.5,South-East_Asia_(tropical),177,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,dasyantha,0.46,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,dumosa,0.49,South-East_Asia_(tropical),80,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,dumosa,0.59,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,forbesii,0.63,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,hainanensis,0.47,China,32,China
Pentaphylacaceae,Adinandra,integerrima,0.56,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,javanica,0.51,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,lamponga,0.53,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,maculosa,0.51,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,millettii,0.44,China,32,China
Pentaphylacaceae,Adinandra,polyneura,0.52,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,rantepaoensis,0.4,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,sarosanthera,0.53,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,subauriculata,0.58,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Pentaphylacaceae,Adinandra,subunguiculata,0.5,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Rubiaceae,Adinauclea,fagifolia,0.65,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Rutaceae,Adiscanthus,fusciflorus,0.82,South_America_(tropical),44,SouthAmericaTrop
Primulaceae,Aegiceras,corniculatum,0.51,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Primulaceae,Aegiceras,floridum,0.68,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Lamiaceae,Aegiphila,integrifolia,0.86,South_America_(tropical),15,SouthAmericaTrop
Lamiaceae,Aegiphila,intermedia,0.43,South_America_(tropical),44,SouthAmericaTrop
Lamiaceae,Aegiphila,klotzkiana,0.68,South_America_(extratropical),114,SouthAmericaExtraTrop
Rutaceae,Aegle,marmelos,0.88,India,26,India
Rutaceae,Aegle,marmelos,0.771,South-East_Asia_(tropical),14,SouthEastAsiaTrop
Sapindaceae,Aesculus,chinensis,0.6,South-East_Asia_(tropical),126,SouthEastAsiaTrop
Sapindaceae,Aesculus,flava,0.347,NorthAmerica,118,NorthAmerica
Sapindaceae,Aesculus,hippocastanum,0.5,Europe,76,Europe
Sapindaceae,Aesculus,indica,0.465,India,135,India
Sapindaceae,Aesculus,octandra,0.33,NorthAmerica,6,NorthAmerica
Sapindaceae,Aesculus,turbinata,0.45,South-East_Asia,136,SouthEastAsia
Thymelaeaceae,Aetoxylon,sympetalum,0.74,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Cornaceae,Afrocrania,volkensii,0.81,Africa_(extratropical),124,AfricaExtraTrop
Cornaceae,Afrocrania,volkensii,0.516,Africa_(extratropical),137,AfricaExtraTrop
Fabaceae,Afzelia,africana,0.67,Africa_(tropical),60,AfricaTrop
Fabaceae,Afzelia,africana,0.689,Africa_(tropical),1,AfricaTrop
Fabaceae,Afzelia,africana,0.63,Africa_(tropical),39,AfricaTrop
Fabaceae,Afzelia,africana,0.68,Africa_(tropical),63,AfricaTrop
Fabaceae,Afzelia,africana,0.706,Africa_(tropical),63,AfricaTrop
Fabaceae,Afzelia,africana,0.688,Africa_(tropical),98,AfricaTrop
Fabaceae,Afzelia,africana,0.624,Africa_(tropical),143,AfricaTrop
Fabaceae,Afzelia,africana,0.683,Africa_(tropical),147,AfricaTrop
Fabaceae,Afzelia,africana,0.693,Africa_(tropical),147,AfricaTrop
Fabaceae,Afzelia,africana,0.715,Africa_(tropical),147,AfricaTrop
Fabaceae,Afzelia,africana,0.721,Africa_(tropical),147,AfricaTrop
Fabaceae,Afzelia,africana,0.721,Africa_(tropical),147,AfricaTrop
Fabaceae,Afzelia,africana,0.774,Africa_(tropical),147,AfricaTrop
Fabaceae,Afzelia,africana,0.703,Africa_(tropical),182,AfricaTrop
Fabaceae,Afzelia,bella,0.637,Africa_(tropical),147,AfricaTrop
Fabaceae,Afzelia,bipindensis,0.689,Africa_(tropical),1,AfricaTrop
Fabaceae,Afzelia,bipindensis,0.695,Africa_(tropical),85,AfricaTrop
Fabaceae,Afzelia,bipindensis,0.66,Africa_(tropical),123,AfricaTrop
Fabaceae,Afzelia,bipindensis,0.661,Africa_(tropical),143,AfricaTrop
Fabaceae,Afzelia,bipindensis,0.752,Africa_(tropical),147,AfricaTrop
Fabaceae,Afzelia,bipindensis,0.768,Africa_(tropical),147,AfricaTrop
Fabaceae,Afzelia,bipindensis,0.781,Africa_(tropical),147,AfricaTrop
Fabaceae,Afzelia,bipindensis,0.805,Africa_(tropical),147,AfricaTrop
Fabaceae,Afzelia,bipindensis,0.825,Africa_(tropical),147,AfricaTrop
Fabaceae,Afzelia,bipindensis,0.703,Africa_(tropical),182,AfricaTrop
Fabaceae,Afzelia,bipindensis,0.706,Africa_(tropical),202,AfricaTrop
Fabaceae,Afzelia,bracteata,0.68,Africa_(tropical),179,AfricaTrop
Fabaceae,Afzelia,sp,0.689,Africa_(tropical),1,AfricaTrop
Fabaceae,Afzelia,sp,0.67,Africa_(tropical),85,AfricaTrop
Fabaceae,Afzelia,javanica,0.54,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Fabaceae,Afzelia,javanica,0.57,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Fabaceae,Afzelia,javanica,0.72,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Fabaceae,Afzelia,pachyloba,0.689,Africa_(tropical),1,AfricaTrop
Fabaceae,Afzelia,pachyloba,0.64,Africa_(tropical),39,AfricaTrop
Fabaceae,Afzelia,pachyloba,0.663,Africa_(tropical),85,AfricaTrop
Fabaceae,Afzelia,pachyloba,0.615,Africa_(tropical),147,AfricaTrop
Fabaceae,Afzelia,pachyloba,0.665,Africa_(tropical),147,AfricaTrop
Fabaceae,Afzelia,pachyloba,0.673,Africa_(tropical),147,AfricaTrop
Fabaceae,Afzelia,pachyloba,0.742,Africa_(tropical),147,AfricaTrop
Fabaceae,Afzelia,pachyloba,0.76,Africa_(tropical),147,AfricaTrop
Fabaceae,Afzelia,pachyloba,0.703,Africa_(tropical),182,AfricaTrop
Fabaceae,Afzelia,parviflora,0.679,Africa_(tropical),98,AfricaTrop
Fabaceae,Afzelia,quanzensis,0.689,Africa_(tropical),1,AfricaTrop
Fabaceae,Afzelia,quanzensis,0.67,Africa_(tropical),58,AfricaTrop
Fabaceae,Afzelia,quanzensis,0.745,Africa_(tropical),182,AfricaTrop
Fabaceae,Afzelia,quanzensis,0.76,Africa_(tropical),104,AfricaTrop
Fabaceae,Afzelia,rhomboidea,0.59,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Araucariaceae,Agathis,alba,0.38,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Araucariaceae,Agathis,atropurpurea,0.413,Australia/PNG_(tropical),90,AustraliaTrop
Araucariaceae,Agathis,australis,0.45,South-East_Asia,136,SouthEastAsia
Araucariaceae,Agathis,borneensis,0.4,South-East_Asia_(tropical),176,SouthEastAsiaTrop
Araucariaceae,Agathis,borneensis,0.38,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Araucariaceae,Agathis,borneensis,0.37,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Araucariaceae,Agathis,dammara,0.49,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Araucariaceae,Agathis,dammara,0.413,Australia/PNG_(tropical),27,AustraliaTrop
Araucariaceae,Agathis,labillardierei,0.38,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Araucariaceae,Agathis,microstachya,0.458,Australia/PNG_(tropical),90,AustraliaTrop
Araucariaceae,Agathis,microstachya,0.413,Australia/PNG_(tropical),90,AustraliaTrop
Araucariaceae,Agathis,philippinensis,0.45,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Araucariaceae,Agathis,robusta,0.397,Australia/PNG_(tropical),90,AustraliaTrop
Araucariaceae,Agathis,robusta,0.401,Australia,90,Australia
Araucariaceae,Agathis,robusta,0.413,Australia/PNG_(tropical),90,AustraliaTrop
Araucariaceae,Agathis,robusta,0.413,Australia/PNG_(tropical),90,AustraliaTrop
Araucariaceae,Agathis,robusta,0.38,Australia/PNG_(tropical),170,AustraliaTrop
Araucariaceae,Agathis,vitiensis,0.45,Oceania,9,Oceania
Meliaceae,Aglaia,agglomerata,0.62,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Meliaceae,Aglaia,argentea,0.58,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Meliaceae,Aglaia,argentea,0.63,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Meliaceae,Aglaia,argentea,0.65,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Meliaceae,Aglaia,argentea,0.66,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Meliaceae,Aglaia,aspera,0.71,South-East_Asia_(tropical),177,SouthEastAsiaTrop
Meliaceae,Aglaia,cordata,0.78,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Meliaceae,Aglaia,cucullata,0.62,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Meliaceae,Aglaia,cucullata,0.58,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Meliaceae,Aglaia,cucullata,0.456,Australia/PNG_(tropical),27,AustraliaTrop
Meliaceae,Aglaia,dasyclada,0.56,China,33,China
Meliaceae,Aglaia,dasyclada,0.5,South-East_Asia_(tropical),126,SouthEastAsiaTrop
Meliaceae,Aglaia,dasyclada,0.6,China,33,China
Meliaceae,Aglaia,edulis,0.71,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Meliaceae,Aglaia,elaeagnoidea,0.63,South-East_Asia_(tropical),126,SouthEastAsiaTrop
Meliaceae,Aglaia,elliptica,0.66,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Meliaceae,Aglaia,exstipulata,0.8,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Meliaceae,Aglaia,forbesii,0.66,South-East_Asia_(tropical),177,SouthEastAsiaTrop
Meliaceae,Aglaia,grandis,0.66,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Meliaceae,Aglaia,griffithii,0.86,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Meliaceae,Aglaia,hiernii,0.5,India,109,India
Meliaceae,Aglaia,sp,0.723,Australia/PNG_(tropical),27,AustraliaTrop
Meliaceae,Aglaia,lanceolata,0.69,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Meliaceae,Aglaia,lawii,0.61,South-East_Asia_(tropical),126,SouthEastAsiaTrop
Meliaceae,Aglaia,lawii,0.58,South-East_Asia_(tropical),16,SouthEastAsiaTrop
Meliaceae,Aglaia,leptantha,0.64,South-East_Asia_(tropical),177,SouthEastAsiaTrop
Meliaceae,Aglaia,leucophylla,0.72,South-East_Asia_(tropical),177,SouthEastAsiaTrop
Meliaceae,Aglaia,luzoniensis,0.65,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Meliaceae,Aglaia,macrocarpa,0.55,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Meliaceae,Aglaia,maingayi,0.79,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Meliaceae,Aglaia,malaccensis,0.61,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Meliaceae,Aglaia,malaccensis,0.67,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Meliaceae,Aglaia,merostela,0.74,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Meliaceae,Aglaia,multinervis,0.64,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Meliaceae,Aglaia,nitidula,0.689,Australia/PNG_(tropical),90,AustraliaTrop
Meliaceae,Aglaia,odoratissima,0.71,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Meliaceae,Aglaia,odoratissima,0.72,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Meliaceae,Aglaia,pachyphylla,0.69,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Meliaceae,Aglaia,perviridis,0.81,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Meliaceae,Aglaia,ridleyi,0.61,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Meliaceae,Aglaia,roxburghiana,0.663,China,33,China
Meliaceae,Aglaia,roxburghiana,0.74,China,33,China
Meliaceae,Aglaia,rubescens,0.58,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Meliaceae,Aglaia,rubiginosa,0.76,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Meliaceae,Aglaia,rubiginosa,0.76,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Meliaceae,Aglaia,sapindina,0.42,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Meliaceae,Aglaia,silvestris,0.67,South-East_Asia_(tropical),177,SouthEastAsiaTrop
Meliaceae,Aglaia,simplicifolia,0.77,South-East_Asia_(tropical),177,SouthEastAsiaTrop
Meliaceae,Aglaia,spectabilis,0.55,South-East_Asia_(tropical),126,SouthEastAsiaTrop
Meliaceae,Aglaia,spectabilis,0.6,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Meliaceae,Aglaia,subcuprea,0.73,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Meliaceae,Aglaia,tenuicaulis,0.73,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Meliaceae,Aglaia,tomentosa,0.66,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Meliaceae,Aglaia,tomentosa,0.69,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Meliaceae,Aglaia,unifoliolata,0.76,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Meliaceae,Aglaia,wallichii,0.554,South-East_Asia_(tropical),14,SouthEastAsiaTrop
Opiliaceae,Agonandra,brasiliensis,0.87,South_America_(extratropical),114,SouthAmericaExtraTrop
Opiliaceae,Agonandra,brasiliensis,0.861,South_America_(tropical),189,SouthAmericaTrop
Opiliaceae,Agonandra,brasiliensis,0.8,South_America_(tropical),44,SouthAmericaTrop
Opiliaceae,Agonandra,brasiliensis,0.74,South_America_(tropical),188,SouthAmericaTrop
Opiliaceae,Agonandra,silvatica,0.861,South_America_(tropical),30,SouthAmericaTrop
Opiliaceae,Agonandra,silvatica,0.8,South_America_(tropical),44,SouthAmericaTrop
Euphorbiaceae,Agrostistachys,borneensis,0.82,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Euphorbiaceae,Agrostistachys,gaudichaudii,0.59,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Rubiaceae,Aidia,micrantha,0.663,Africa_(extratropical),72,AfricaExtraTrop
Rubiaceae,Aidia,ochroleuca,0.824,Africa_(tropical),85,AfricaTrop
Rubiaceae,Aidia,racemosa,0.771,Australia/PNG_(tropical),90,AustraliaTrop
Simaroubaceae,Ailanthus,altissima,0.457,NorthAmerica,6,NorthAmerica
Simaroubaceae,Ailanthus,altissima,0.548,China,33,China
Simaroubaceae,Ailanthus,altissima,0.579,China,33,China
Simaroubaceae,Ailanthus,altissima,0.505,China,33,China
Simaroubaceae,Ailanthus,altissima,0.536,China,33,China
Simaroubaceae,Ailanthus,altissima,0.49,Africa_(extratropical),58,AfricaExtraTrop
Simaroubaceae,Ailanthus,excelsa,0.4,India,26,India
Simaroubaceae,Ailanthus,integrifolia,0.31,South-East_Asia_(tropical),80,SouthEastAsiaTrop
Simaroubaceae,Ailanthus,integrifolia,0.3,South-East_Asia_(tropical),170,SouthEastAsiaTrop
Simaroubaceae,Ailanthus,peekelii,0.465,Australia/PNG_(tropical),27,AustraliaTrop
Simaroubaceae,Ailanthus,triphysa,0.375,Australia/PNG_(tropical),90,AustraliaTrop
Simaroubaceae,Ailanthus,triphysa,0.366,Australia/PNG_(tropical),90,AustraliaTrop
Simaroubaceae,Ailanthus,triphysa,0.375,Australia/PNG_(tropical),90,AustraliaTrop
Simaroubaceae,Ailanthus,triphysa,0.375,Australia/PNG_(tropical),90,AustraliaTrop
Simaroubaceae,Ailanthus,triphysa,0.3,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Lauraceae,Aiouea,impressa,0.37,South_America_(tropical),44,SouthAmericaTrop
Cunoniaceae,Aistopetalum,viticoides,0.76,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Akaniaceae,Akania,bidwillii,0.573,Australia/PNG_(tropical),90,AustraliaTrop
Akaniaceae,Akania,bidwillii,0.573,Australia/PNG_(tropical),90,AustraliaTrop
Cornaceae,Alangium,chinense,0.412,China,33,China
Cornaceae,Alangium,chinense,0.432,China,33,China
Cornaceae,Alangium,chinense,0.361,Africa_(tropical),137,AfricaTrop
Cornaceae,Alangium,griffithii,0.7,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Cornaceae,Alangium,javanicum,0.68,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Cornaceae,Alangium,javanicum,0.78,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Cornaceae,Alangium,kurzii,0.42,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Cornaceae,Alangium,longiflorum,0.683,South-East_Asia_(tropical),145,SouthEastAsiaTrop
Cornaceae,Alangium,maliliense,0.69,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Cornaceae,Alangium,nobile,0.77,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Cornaceae,Alangium,nobile,0.73,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Cornaceae,Alangium,ridleyi,0.72,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Cornaceae,Alangium,ridleyi,0.83,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Cornaceae,Alangium,salviifolium,0.8,India,26,India
Cornaceae,Alangium,villosum,0.607,Australia/PNG_(tropical),90,AustraliaTrop
Cornaceae,Alangium,villosum,0.607,Australia/PNG_(tropical),90,AustraliaTrop
Cornaceae,Alangium,villosum,0.51,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Cornaceae,Alangium,villosum,0.51,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Cornaceae,Alangium,villosum,0.55,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Cornaceae,Alangium,villosum,0.55,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Fabaceae,Albizia,acle,0.51,South-East_Asia_(tropical),129,SouthEastAsiaTrop
Fabaceae,Albizia,adianthifolia,0.5,Africa_(tropical),136,AfricaTrop
Fabaceae,Albizia,adianthifolia,0.646,Africa_(tropical),1,AfricaTrop
Fabaceae,Albizia,adianthifolia,0.482,Africa_(tropical),98,AfricaTrop
Fabaceae,Albizia,adianthifolia,0.516,Africa_(tropical),137,AfricaTrop
Fabaceae,Albizia,adianthifolia,0.45,Africa_(tropical),147,AfricaTrop
Fabaceae,Albizia,adianthifolia,0.474,Africa_(tropical),147,AfricaTrop
Fabaceae,Albizia,adianthifolia,0.502,Africa_(tropical),147,AfricaTrop
Fabaceae,Albizia,adianthifolia,0.49,Madagascar,75,Madagascar
Fabaceae,Albizia,amara,0.723,India,135,India
Fabaceae,Albizia,amara,0.758,Africa_(extratropical),72,AfricaExtraTrop
Fabaceae,Albizia,antunesiana,0.715,Africa_(extratropical),72,AfricaExtraTrop
Fabaceae,Albizia,antunesiana,0.671,Africa_(extratropical),71,AfricaExtraTrop
Fabaceae,Albizia,brevifolia,0.801,Africa_(extratropical),72,AfricaExtraTrop
Fabaceae,Albizia,chinensis,0.3,South-East_Asia_(tropical),126,SouthEastAsiaTrop
Fabaceae,Albizia,coriaria,0.56,Africa_(extratropical),123,AfricaExtraTrop
Fabaceae,Albizia,dinklagei,0.76,Africa_(tropical),147,AfricaTrop
Fabaceae,Albizia,falcata,0.298,China,33,China
Fabaceae,Albizia,falcata,0.344,China,33,China
Fabaceae,Albizia,falcata,0.37,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Fabaceae,Albizia,falcata,0.28,China,33,China
Fabaceae,Albizia,falcataria,0.284,Australia/PNG_(tropical),27,AustraliaTrop
Fabaceae,Albizia,ferruginea,0.5,Africa_(tropical),136,AfricaTrop
Fabaceae,Albizia,ferruginea,0.577,Africa_(tropical),1,AfricaTrop
Fabaceae,Albizia,ferruginea,0.491,Africa_(tropical),85,AfricaTrop
Fabaceae,Albizia,ferruginea,0.445,Africa_(tropical),79,AfricaTrop
Fabaceae,Albizia,ferruginea,0.43,Africa_(tropical),98,AfricaTrop
Fabaceae,Albizia,ferruginea,0.516,Africa_(tropical),137,AfricaTrop
Fabaceae,Albizia,ferruginea,0.444,Africa_(tropical),147,AfricaTrop
Fabaceae,Albizia,ferruginea,0.479,Africa_(tropical),147,AfricaTrop
Fabaceae,Albizia,ferruginea,0.567,Africa_(tropical),147,AfricaTrop
Fabaceae,Albizia,glaberrima,0.545,Africa_(tropical),85,AfricaTrop
Fabaceae,Albizia,glaberrima,0.59,South-East_Asia_(tropical),13,SouthEastAsiaTrop
Fabaceae,Albizia,grandibracteata,0.456,Africa_(tropical),179,AfricaTrop
Fabaceae,Albizia,guachapele,0.56,South_America_(tropical),141,SouthAmericaTrop
Fabaceae,Albizia,guachapele,0.52,Central_America_(tropical),196,CentralAmericaTrop
Fabaceae,Albizia,guachapele,0.5,South_America_(tropical),204,SouthAmericaTrop
Fabaceae,Albizia,guachapele,0.47,South_America_(tropical),44,SouthAmericaTrop
Fabaceae,Albizia,gummifera,0.5,Africa_(tropical),136,AfricaTrop
Fabaceae,Albizia,gummifera,0.646,Africa_(extratropical),1,AfricaExtraTrop
Fabaceae,Albizia,gummifera,0.534,Africa_(extratropical),85,AfricaExtraTrop
Fabaceae,Albizia,gummifera,0.52,Africa_(extratropical),124,AfricaExtraTrop
Fabaceae,Albizia,gummifera,0.516,Africa_(extratropical),137,AfricaExtraTrop
Fabaceae,Albizia,gummifera,0.552,Africa_(extratropical),182,AfricaExtraTrop
Fabaceae,Albizia,gummifera,0.469,Africa_(extratropical),72,AfricaExtraTrop
Fabaceae,Albizia,sp,0.45,South_America_(tropical),20,SouthAmericaTrop
Fabaceae,Albizia,sp,0.52,Africa_(tropical),85,AfricaTrop
Fabaceae,Albizia,sp,0.497,Africa_(tropical),147,AfricaTrop
Fabaceae,Albizia,sp,0.562,Africa_(tropical),147,AfricaTrop
Fabaceae,Albizia,sp,0.595,Africa_(tropical),147,AfricaTrop
Fabaceae,Albizia,inundata,0.65,South_America_(extratropical),114,SouthAmericaExtraTrop
Fabaceae,Albizia,inundata,0.516,South_America_(extratropical),66,SouthAmericaExtraTrop
Fabaceae,Albizia,kalkora,0.497,China,33,China
Fabaceae,Albizia,kalkora,0.482,China,33,China
Fabaceae,Albizia,lebbeck,0.67,China,33,China
Fabaceae,Albizia,lebbeck,0.8,India,26,India
Fabaceae,Albizia,lebbeck,0.55,South-East_Asia_(tropical),16,SouthEastAsiaTrop
Fabaceae,Albizia,lebbeck,0.453,China,33,China
Fabaceae,Albizia,lebbeck,0.573,South-East_Asia_(tropical),147,SouthEastAsiaTrop
Fabaceae,Albizia,lebbeck,0.538,South-East_Asia_(tropical),182,SouthEastAsiaTrop
Fabaceae,Albizia,lebbek,0.71,South-East_Asia_(tropical),43,SouthEastAsiaTrop
Fabaceae,Albizia,lebbekoides,0.568,Africa_(tropical),98,AfricaTrop
Fabaceae,Albizia,lucida,0.88,India,26,India
Fabaceae,Albizia,lucidior,0.758,South-East_Asia_(tropical),14,SouthEastAsiaTrop
Fabaceae,Albizia,marginata,0.65,South_America_(tropical),44,SouthAmericaTrop
Fabaceae,Albizia,niopoides,0.64,South_America_(tropical),141,SouthAmericaTrop
Fabaceae,Albizia,niopoides,0.63,Central_America_(tropical),116,CentralAmericaTrop
Fabaceae,Albizia,niopoides,0.33,Central_America_(tropical),196,CentralAmericaTrop
Fabaceae,Albizia,niopoides,0.62,South_America_(tropical),44,SouthAmericaTrop
Fabaceae,Albizia,odoratissima,0.6,China,33,China
Fabaceae,Albizia,odoratissima,0.714,China,33,China
Fabaceae,Albizia,odoratissima,0.57,South-East_Asia_(tropical),126,SouthEastAsiaTrop
Fabaceae,Albizia,odoratissima,0.579,China,33,China
Fabaceae,Albizia,odoratissima,0.701,China,33,China
Fabaceae,Albizia,odoratissima,0.667,South-East_Asia_(tropical),14,SouthEastAsiaTrop
Fabaceae,Albizia,pedicellata,0.35,South-East_Asia_(tropical),129,SouthEastAsiaTrop
